Structure [idcode]	MolRegNo	m	Value	Unit	Type	pValue	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	
fcAR@AU[OXICHiEHhhhblXdicBkvkNbdmUUULuUMSUTJEBJLDDhTQxaIAZ@@ !B[`@?ebiomGaUDHlGJf~KAtBiPJeUDC~VmG`?ekQxvHrKApC^Dh}hXs~VMk}PCQ@jVDsvor\s	365281		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dg}DPEtYBHXHrJIJZQGUvg@DKUB@@ !B}?sw?_x@}?sw`o_}?`B|gvN_}?sw`ox@}xH	364859		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dg}DPEtYBHXHrJIJZQGUvg@DKUB@@ !B}?sw?_x@}?sw`o_}?`B|gvN_}?sw`ox@}xH	364859		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
egdZDH@FI@baeN`HcHhdidehdldeEEBeQpIIxDML]]@DTuUUUL@AT@@@ !BoITatysZ?AW|M\xsWCklBYI}^hNxloyL@nV\ViqZ?NT|V`GtgEk\i_xS@OxcYPKE?aLBv`KE@lTBv`	364745		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
egdZDH@FI@baeN`HcHhdidehdldeEEBeQpIIxDML]]@DTuUUUL@AT@@@ !BoITatysZ?AW|M\xsWCklBYI}^hNxloyL@nV\ViqZ?NT|V`GtgEk\i_xS@OxcYPKE?aLBv`KE@lTBv`	364745		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dcwDPLHVxHcXcHdheBeURuP@@ !B`XBw?@F@RGsw?OA}@PCW`{\B}wvw@`	10840		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dcwDPLHVxHcXcHdheBeURuP@@ !B`XBw?@F@RGsw?OA}@PCW`{\B}wvw@`	10840		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ebvxK@@HpDIMDbfk`RVU[\bbTTTtbRfababRTbfbbbjvT\qfrKtKokUUUUUUUUUTuUUUUUURVDHeDxbdLWbBfRzRrvQrabLyQl]P@ !BIU[~jbTiVe[EUozU?jiZJRTi?jjVVbUVJoyZUnI?IUYZUlTi?jiVVeXea~O~jlUVVeZj?jk~?ntiVeiVe_{~jbTiUbUVVehi?iUVVeXee_xeUjk~viZj?bdejoyVIUYZUbTiIZk~	570147		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ebvxK@@HpDIMDbfk`RVU[\bbTTTtbRfababRTbfbbbjvT\qfrKtKokUUUUUUUUUTuUUUUUURVDHeDxbdLWbBfRzRrvQrabLyQl]P@ !BIU[~jbTiVe[EUozU?jiZJRTi?jjVVbUVJoyZUnI?IUYZUlTi?jiVVeXea~O~jlUVVeZj?jk~?ntiVeiVe_{~jbTiUbUVVehi?iUVVeXee_xeUjk~viZj?bdejoyVIUYZUbTiIZk~	570147		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ffcPB@FYADILk\ljo}SfgAS@DUAPQTP@@ !BVsSoiR[@^yR{EH?mIbBOTkx?l}ayHEmkRKu??e}Zgwk~Oum[M{w~O}^B	996		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ffcPB@FYADILk\ljo}SfgAS@DUAPQTP@@ !BVsSoiR[@^yR{EH?mIbBOTkx?l}ayHEmkRKu??e}Zgwk~Oum[M{w~O}^B	996		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dmLD@@QIe[VfeVi@B@@ !BbOrH?_x@bOrH?Ox@bOvH?Hc|bOt	1256		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dmLD@@QIe[VfeVi@B@@ !BbOrH?_x@bOrH?Ox@bOvH?Hc|bOt	1256		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdyAa@OAbBPUHYEEDhddYeFRMZB@B@i`@@ !B?hBH`c^BjKtApGy@RLK~os\BMxIHoTc}@S}Hpdb}?`AHoP	77652		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdyAa@OAbBPUHYEEDhddYeFRMZB@B@i`@@ !B?hBH`c^BjKtApGy@RLK~os\BMxIHoTc}@S}Hpdb}?`AHoP	77652		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
gCaHH@bNt@@ !B_`Bw?Xa}	10009		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
gCaHH@bNt@@ !B_`Bw?Xa}	10009		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnm`BBH@q@]BTFeWuUUUVBBBJjjjj@@@ !Bvoxw@l`B_]_~@Oy@@e]H@gtwPm]}UxHw_]\BU~@F~fB`^`[`XOizhN@F~f@	195273		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnm`BBH@q@]BTFeWuUUUVBBBJjjjj@@@ !Bvoxw@l`B_]_~@Oy@@e]H@gtwPm]}UxHw_]\BU~@F~fB`^`[`XOizhN@F~f@	195273		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhqQa@EVEHpHc`QdTRVTaTrUFP@RtuP@@ !BKsu~Ou]|mxLO_[\BK?u}]{qw]pHO__y?]pIw_P|B]wt	8516		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhqQa@EVEHpHc`QdTRVTaTrUFP@RtuP@@ !BKsu~Ou]|mxLO_[\BK?u}]{qw]pHO__y?]pIw_P|B]wt	8516		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdyAa@MAbBHQDIM_JztvBRUUP@UTt@@@ !Bbwa@rW?~@p`woU^B?c}woU^}?c|Ow]_\m{uRtOd`_g~w_@	563655		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdyAa@MAbBHQDIM_JztvBRUUP@UTt@@@ !Bbwa@rW?~@p`woU^B?c}woU^}?c|Ow]_\m{uRtOd`_g~w_@	563655		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnk@`@@UrJIJZIPiSQHrcEZ]zNVfjjjjjZjXqBViZ^TT@ !BMxHwo_x@MxHw`ox@u{tw`gz@MxHw?_x@MxIw``F@{qWofgz@dya~`DbBMwp	12825		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnk@`@@UrJIJZIPiSQHrcEZ]zNVfjjjjjZjXqBViZ^TT@ !BMxHwo_x@MxHw`ox@u{tw`gz@MxHw?_x@MxIw``F@{qWofgz@dya~`DbBMwp	12825		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fbua@@E@rQQJJIQIJHvS{MU@DPE@@@@ !BHS|HHj`C]uw^HD`bP[?go@E?RFKH`?y@FOuwWX~]NLO^XDE_pS|	77779		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fbua@@E@rQQJJIQIJHvS{MU@DPE@@@@ !BHS|HHj`C]uw^HD`bP[?go@E?RFKH`?y@FOuwWX~]NLO^XDE_pS|	77779		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fleQ@@OAAdTTTRdVnbSAQS@QEUSTP@@ !BMwr~@C^}MxIH@m]|`W|wo[tH_@aH?[^}]wpw@fW`EyN?_j]L	42520		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fleQ@@OAAdTTTRdVnbSAQS@QEUSTP@@ !BMwr~@C^}MxIH@m]|`W|wo[tH_@aH?[^}]wpw@fW`EyN?_j]L	42520		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`~PAADNADPb@]CdRzTCi_YWxJs``H@H@@@ !BdT[}dX`BmpK~_?x@?`Bw@ox@mpJH@ox@?`BH@ox@	496901		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`~PAADNADPb@]CdRzTCi_YWxJs``H@H@@@ !BdT[}dX`BmpK~_?x@?`Bw@ox@mpJH@ox@?`BH@ox@	496901		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnsPR@FJtZw`AFRJQQEJIVYQIXYrUVuUUSLt@EFDSDy@@ !B@za`AoPD]~Iw{Yx`@DFEDDB~YJndEF~z~@q`inhPmCm`YeS[ziB`efAfvi@	1615		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnsPR@FJtZw`AFRJQQEJIVYQIXYrUVuUUSLt@EFDSDy@@ !B@za`AoPD]~Iw{Yx`@DFEDDB~YJndEF~z~@q`inhPmCm`YeS[ziB`efAfvi@	1615		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
deU@@@aJueQfj@@@@ !BbOtw_[\BM?tw?Oz?mwtwoWy?	148018		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
deU@@@aJueQfj@@@@ !BbOtw_[\BM?tw?Oz?mwtwoWy?	148018		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fluP`@DX@qIeVyeUrT]DJVjZ@@@H@@@ !B{vUe{~_l_?zgDvMge?t}JK]Bok~?@TJHM?tw`?uH_Tb~opJH	921		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fluP`@DX@qIeVyeUrT]DJVjZ@@@H@@@ !B{vUe{~_l_?zgDvMge?t}JK]Bok~?@TJHM?tw`?uH_Tb~opJH	921		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
deUD@DdARYgxfZjf`@ !Bk~kGdzTPIzs~Ws}~UpMA_}oF	53623		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
deUD@DdARYgxfZjf`@ !Bk~kGdzTPIzs~Ws}~UpMA_}oF	53623		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjma`@J@dEJUuUe]UIQwjjjh@Jj`@@ !B_lAH_X`BROqHoTbBRMuH@da}rHIHo_z@bHIH?HD@B@Jh?P`BRKuH@`	209224		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjma`@J@dEJUuUe]UIQwjjjh@Jj`@@ !B_lAH_X`BROqHoTbBRMuH@da}rHIHo_z@bHIH?HD@B@Jh?P`BRKuH@`	209224		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fleq@@NZRCIELeDdeEbfBMz`BBBbh@@@ !BmpHh?Ox@Mwtw@i\B?dBW_]]}r@KW@k\BrGw~PK]}JOqHoTbB	10389		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fleq@@NZRCIELeDdeEbfBMz`BBBbh@@@ !BmpHh?Ox@Mwtw@i\B?dBW_]]}r@KW@k\BrGw~PK]}JOqHoTbB	10389		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dmuH`Dq`BLbbRbJkfjZi@@ !Bm{tA_w_|usvw?PE?]wqW?G^}mxH	421208		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dmuH`Dq`BLbbRbJkfjZi@@ !Bm{tA_w_|usvw?PE?]wqW?G^}mxH	421208		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fle``@G@edbbTRbbNv`mV}PPE@QTDJH@ !BbOvw?Xc|?g~w?Hc}?`BH?_x@m?w~_xc|bOrw?Ox@m?vw?Oy?	10099		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fle``@G@edbbTRbbNv`mV}PPE@QTDJH@ !BbOvw?Xc|?g~w?Hc}?`BH?_x@m?w~_xc|bOrw?Ox@m?vw?Oy?	10099		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhaPbBBFa`FHCcS`RbTTJTtfkMU@DU@@@ !BeLZKe[]B?h_w_\}MZDOW@oz?}{tw@{\B?g~]bOrH]ut	79557		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhaPbBBFa`FHCcS`RbTTJTtfkMU@DU@@@ !BeLZKe[]B?h_w_\}MZDOW@oz?}{tw@{\B?g~]bOrH]ut	79557		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fe{iHCHZlGhDLL{vQsaJNuOn{L~rJZJKQJZXiQIZBUUkPPQLttuLHHA` !BmpJw__x@mpJH@k]}?`C~@K_|bOrH?Ox@m?w~@Hc}m?rw?[_|s|tq`BnDwzZ?LULXs\|	514045		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fe{iHCHZlGhDLL{vQsaJNuOn{L~rJZJKQJZXiQIZBUUkPPQLttuLHHA` !BmpJw__x@mpJH@k]}?`C~@K_|bOrH?Ox@m?w~@Hc}m?rw?[_|s|tq`BnDwzZ?LULXs\|	514045		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjuhaBLLmyNR`BEABYKvRJKIQEIJIZXiSMUUTtt@@ !B?h@_yQ|ZbOqSFHc}o?xA_t`B?[]??gvwo?y}bG?~@ha}mwuH@`a??`	1672366		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjuhaBLLmyNR`BEABYKvRJKIQEIJIZXiSMUUTtt@@ !B?h@_yQ|ZbOqSFHc}o?xA_t`B?[]??gvwo?y}bG?~@ha}mwuH@`a??`	1672366		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
facPP@DFAhm\bbTTRTRLVRbRgMPTCQUST@@@ !B?`Bw`lc|?hC~`Hb}}pHRvDc|bGpAz@mu?d@HOU^|PW}H`k]]JLO~@H`Cu{sAOp	153476		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
facPP@DFAhm\bbTTRTRLVRbRgMPTCQUST@@@ !B?`Bw`lc|?hC~`Hb}}pHRvDc|bGpAz@mu?d@HOU^|PW}H`k]]JLO~@H`Cu{sAOp	153476		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
e`TTJ@@BK@DIJfdfyeeyW{gUmQM@dgofjjZJBJZj@@CC@aPbJ`@ !BbGvH?Gy?bGvw?Xc|_g}~_?x@BGvw?[_}?g~H?Gy??g|H_[_}bOs~_pD@bGtH_Xc|?g~H_S_}BGw~_?y?BGt	454141		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
e`TTJ@@BK@DIJfdfyeeyW{gUmQM@dgofjjZJBJZj@@CC@aPbJ`@ !BbGvH?Gy?bGvw?Xc|_g}~_?x@BGvw?[_}?g~H?Gy??g|H_[_}bOs~_pD@bGtH_Xc|?g~H_S_}BGw~_?y?BGt	454141		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ghNFAD@@OpA@Hl^JasxRiVdvXlNw@\bbRbbaTttrtVRRbtVRdRrTRRrbbIbTTreZjsX}^ZjjjjjfjZjjfjijjVjjjjilaBbaPpHTTFJGEFRaXQ\hQTBjIQFh`LQvhgDKbCuEzaadadbiTFhL@ !B?`BH@k\BbOvw?_y?b@K~_{\BbGvw_[_}b@K~_?y?mpJw_Xa}m?vw@oy?mpJw_[_}mpJw@k]}?`Bw?[\B?g~w@k]}m?vw@oy??`Bw@k]}mwvw?[\BmpK~_{\Bmwvw_Xa}mpJw@oy??g~H@k]}m?vw@oy?m?vH_[]}?g~w@oy?mwt	444572		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ghNFAD@@OpA@Hl^JasxRiVdvXlNw@\bbRbbaTttrtVRRbtVRdRrTRRrbbIbTTreZjsX}^ZjjjjjfjZjjfjijjVjjjjilaBbaPpHTTFJGEFRaXQ\hQTBjIQFh`LQvhgDKbCuEzaadadbiTFhL@ !B?`BH@k\BbOvw?_y?b@K~_{\BbGvw_[_}b@K~_?y?mpJw_Xa}m?vw@oy?mpJw_[_}mpJw@k]}?`Bw?[\B?g~w@k]}m?vw@oy??`Bw@k]}mwvw?[\BmpK~_{\Bmwvw_Xa}mpJw@oy??g~H@k]}m?vw@oy?m?vH_[]}?g~w@oy?mwt	444572		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eiWPC@@@DKDaecg`\^Q\bbVTTbTUbRtfbbuRbTTrHhdL|BJjvnIiZfjjjjjjjjjjjjjoFEpiHyODDleUFe\oeBdTSJX@@ !BhDWXcBioZFL@whsG@MyEgrkomGamlFacae}@jTBimG`j[{QxPJe@jRiomGaUDBioPJeUDDBi[`Bt^DBimGaUDDBimG`j{{QxPJeUDDBimG`	372805		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eiWPC@@@DKDaecg`\^Q\bbVTTbTUbRtfbbuRbTTrHhdL|BJjvnIiZfjjjjjjjjjjjjjoFEpiHyODDleUFe\oeBdTSJX@@ !BhDWXcBioZFL@whsG@MyEgrkomGamlFacae}@jTBimG`j[{QxPJe@jRiomGaUDBioPJeUDDBi[`Bt^DBimGaUDDBimG`j{{QxPJeUDDBimG`	372805		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fa{A`@@\[dTTRRtRaRfbTXHu`qsUijjjjjjjkcHJJUizQVUCB@ !BMxK~HE_]JLIWpe_BrKuWwU_]U|K~HE_BU}w~HI_BU|K~HB~esyk~PFOX_`@w_@	674536		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fa{A`@@\[dTTRRtRaRfbTXHu`qsUijjjjjjjkcHJJUizQVUCB@ !BMxK~HE_]JLIWpe_BrKuWwU_]U|K~HE_BU}w~HI_BU|K~HB~esyk~PFOX_`@w_@	674536		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fa{ab@KNKtDadTRVTTRQTRTrhpulu[v@Bjjh@bbIGHJ@@ !B?i|WOV`}?i?~gv`}?i|WOV`}?i}WPoz_ZCu?pq]BU}w~hA]BEtKOq_z`xsbof`	6643		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fa{ab@KNKtDadTRVTTRQTRTrhpulu[v@Bjjh@bbIGHJ@@ !B?i|WOV`}?i?~gv`}?i|WOV`}?i}WPoz_ZCu?pq]BU}w~hA]BEtKOq_z`xsbof`	6643		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fikH`@KNzLGldTRRVRTQTRVTyHmZBBJfh@I`@@ !B@Oy]EtIHhl\??jC~PO{mZHHWwFb`ofMxXfbby?PpbH[xDzZP|BXP^bZPxIkT\y[`	3965		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fikH`@KNzLGldTRRVRTQTRVTyHmZBBJfh@I`@@ !B@Oy]EtIHhl\??jC~PO{mZHHWwFb`ofMxXfbby?PpbH[xDzZP|BXP^bZPxIkT\y[`	3965		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhy@`@@FrJJJIJIYDgIV|EhJ@D@`@@ !By^?oiVrg?m~w@hC~D|^w?S]}`hbBU~koM?p@?`C~@k\	33727		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhy@`@@FrJJJIJIYDgIV|EhJ@D@`@@ !By^?oiVrg?m~w@hC~D|^w?S]}`hbBU~koM?p@?`C~@k\	33727		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fbmp`@LFbAFQQISISJQIFRcVbej`@jjjJQjV`@ !B{AcM\@CQor{RSqLgKSA_ke}NKSC[rs~q}pJYWtb}j|S[js}qwvX	9277		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fbmp`@LFbAFQQISISJQIFRcVbej`@jjjJQjV`@ !B{AcM\@CQor{RSqLgKSA_ke}NKSC[rs~q}pJYWtb}j|S[js}qwvX	9277		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjmpa@D\D{pHa`QdTRTRrTTTQeNIs@DUPLPP@@@ !B?aBpXb]B?`C~@HabY?rW?NaCM{w~Gu^B@Q?h?\_uY{w~XI^}?e}W``	62864		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjmpa@D\D{pHa`QdTRTRrTTTQeNIs@DUPLPP@@@ !B?aBpXb]B?`C~@HabY?rW?NaCM{w~Gu^B@Q?h?\_uY{w~XI^}?e}W``	62864		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fgAp@@HbvY{yEDhhmEhheeULieCN|ejjjjZfjjijEaDWIiFgeVC`@ !B?a}gO^`}?n}hPo{oUsuhOQ`}?m~WPo{_esthOQ\}@Z@hOQ]BetIg?Ox@NwIhpoy`i|HXpfc]?a}h``	178796	=	5.591	nM	IC50	8.25	0.38	19.44	6.64		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fgAp@@HbvY{yEDhhmEhheeULieCN|ejjjjZfjjijEaDWIiFgeVC`@ !B?a}gO^`}?n}hPo{oUsuhOQ`}?m~WPo{_esthOQ\}@Z@hOQ]BetIg?Ox@NwIhpoy`i|HXpfc]?a}h``	178796		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`qP`@DBAKHheHdhbmPSoMUTa@P@@ !B?k}H_W]}?g?~_{uHoqxwoS^}`da??bNWoXa}RG?~	65728		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`qP`@DBAKHheHdhbmPSoMUTa@P@@ !B?k}H_W]}?g?~_{uHoqxwoS^}`da??bNWoXa}RG?~	65728		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ef]PA@@@DGMk`RZ\bbRrbdRblrTfVrTRbfUCBe`TQUTrtJKTmUUUUUMUUUUUTYpaDiOIDldlcd|oeCDX@@ !B?f?goQb}?n?~{~b}?g~He[MG?e}H`o{HwOo~Ktb}JKth`oy_RKtho_y_RHK~\Db}RKuH`nc]ZLK~DAc]zLJA{vcBZMw~xAc]ZJH	421211		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
